title,totalyearlycompensation,yearsofexperience,location,experience_category
Software Engineer,324000,7.0,"Kirkland, WA",7-9
Software Engineer,267000,4.0,"Palo Alto, CA",4-6
Software Engineer,232000,9.0,"Seattle, WA",7-9
Software Engineer,124000,6.0,"San Diego, CA",4-6
Software Engineer,160000,4.0,"Cambridge, MA",4-6
Software Engineer,230000,6.0,"Seattle, WA",4-6
Software Engineer,230000,5.0,"Redmond, WA",4-6
Software Engineer,300000,14.0,"New York, NY",10-19
Software Engineer,425000,5.0,"San Francisco, CA",4-6
Software Engineer,150000,3.0,"San Diego, CA",0-3
Software Engineer,165000,2.0,"Seattle, WA",0-3
Software Engineer,163000,1.0,"Seattle, WA",0-3
Software Engineer,200000,9.0,"Cupertino, CA",7-9
Software Engineer,240000,3.0,"Palo Alto, CA",0-3
Software Engineer,222000,4.0,"Pleasanton, CA",4-6
Software Engineer,181000,5.0,"Bellevue, WA",4-6
Software Engineer,560000,10.0,"Menlo Park, CA",10-19
Software Engineer,350000,15.0,"Sunnyvale, CA",10-19
Software Engineer,240000,3.0,"Sunnyvale, CA",0-3
Software Engineer,150000,1.0,"Redmond, WA",0-3
Software Engineer,208000,6.0,"Seattle, WA",4-6
Software Engineer,130000,3.0,"San Jose, CA",0-3
Software Engineer,165000,2.0,"San Francisco, CA",0-3
Software Engineer,212000,5.0,"Redmond, WA",4-6
Software Engineer,290000,20.0,"Herndon, VA",20+
Software Engineer,195000,4.0,"New York, NY",4-6
Software Engineer,225000,14.0,"Austin, TX",10-19
Software Engineer,206000,11.0,"Redmond, WA",10-19
Software Engineer,170000,2.0,"Redmond, WA",0-3
Software Engineer,225000,2.0,"Sunnyvale, CA",0-3
Software Engineer,210000,4.0,"Mountain View, CA",4-6
Software Engineer,150000,1.0,"Redmond, WA",0-3
Software Engineer,368000,25.0,"Kirkland, WA",20+
Software Engineer,200000,6.0,"Cambridge, MA",4-6
Software Engineer,168000,0.0,"San Francisco, CA",0-3
Software Engineer,163000,4.0,"Philadelphia, PA",4-6
Software Engineer,215000,6.0,"Santa Clara, CA",4-6
Software Engineer,478000,4.0,"Menlo Park, CA",4-6
Software Engineer,317000,5.0,"Cupertino, CA",4-6
Software Engineer,320000,12.0,"San Francisco, CA",10-19
Software Engineer,152000,2.0,"Tel Aviv, TA, Israel",0-3
Software Engineer,195000,0.0,"Menlo Park, CA",0-3
Software Engineer,150000,1.0,"Kirkland, WA",0-3
Software Engineer,166000,2.0,"Zurich, ZH, Switzerland",0-3
Software Engineer,380000,10.0,"New York, NY",10-19
Software Engineer,130000,1.0,"Seattle, WA",0-3
Software Engineer,411000,5.0,"Menlo Park, CA",4-6
Software Engineer,180000,10.0,"San Francisco, CA",10-19
Software Engineer,202000,6.0,"Seattle, WA",4-6
Software Engineer,180000,1.0,"Seattle, WA",0-3
Software Engineer,139000,4.0,"Redmond, WA",4-6
Software Engineer,199000,8.0,"Seattle, WA",7-9
Software Engineer,179000,0.0,"Redmond, WA",0-3
Software Engineer,194000,10.0,"Folsom, CA",10-19
Software Engineer,460000,20.0,"Seattle, WA",20+
Software Engineer,210000,20.0,"Seattle, WA",20+
Software Engineer,201000,12.0,"Seattle, WA",10-19
Software Engineer,955000,8.0,"Seattle, WA",7-9
Software Engineer,220000,3.0,"Mountain View, CA",0-3
Software Engineer,140000,3.0,"San Jose, CA",0-3
Software Engineer,145000,5.0,"Jersey City, NJ",4-6
Software Engineer,155000,5.0,"Redmond, WA",4-6
Software Engineer,244000,4.0,"Sunnyvale, CA",4-6
Software Engineer,300000,10.0,"Seattle, WA",10-19
Software Engineer,230000,12.0,"London, EN, United Kingdom",10-19
Software Engineer,185000,2.0,"New York, NY",0-3
Software Engineer,266000,3.0,"New York, NY",0-3
Software Engineer,29000,5.0,"Jakarta, JK, Indonesia",4-6
Software Engineer,366000,7.0,"Seattle, WA",7-9
Software Engineer,235000,10.0,"Cupertino, CA",10-19
Software Engineer,250000,7.0,"Cupertino, CA",7-9
Software Engineer,81000,5.0,"Hyderabad, TS, India",4-6
Software Engineer,230000,3.0,"Seattle, WA",0-3
Software Engineer,195000,2.0,"Redmond, WA",0-3
Software Engineer,251000,3.0,"San Francisco, CA",0-3
Software Engineer,154000,5.0,"Seattle, WA",4-6
Software Engineer,245000,3.0,"Mountain View, CA",0-3
Software Engineer,173000,5.0,"Redmond, WA",4-6
Software Engineer,292000,12.0,"Seattle, WA",10-19
Software Engineer,250000,10.0,"Redmond, WA",10-19
Software Engineer,170000,8.0,"Minneapolis, MN",7-9
Software Engineer,286000,9.0,"Redwood City, CA",7-9
Software Engineer,325000,4.0,"San Francisco, CA",4-6
Software Engineer,331000,4.0,"San Francisco, CA",4-6
Software Engineer,202000,4.0,"Boston, MA",4-6
Software Engineer,227000,5.0,"San Francisco, CA",4-6
Software Engineer,287000,3.0,"San Francisco, CA",0-3
Software Engineer,189000,7.0,"Cambridge, MA",7-9
Software Engineer,600000,8.0,"Mountain View, CA",7-9
Software Engineer,235000,2.0,"Seattle, WA",0-3
Software Engineer,240000,10.0,"Seattle, WA",10-19
Software Engineer,350000,12.0,"Hillsboro, OR",10-19
Software Engineer,282000,6.0,"Seattle, WA",4-6
Software Engineer,715000,12.0,"New York, NY",10-19
Software Engineer,115000,3.0,"Chandler, AZ",0-3
Software Engineer,290000,9.0,"New York, NY",7-9
Software Engineer,445000,20.0,"Bellevue, WA",20+
Software Engineer,318000,5.0,"New York, NY",4-6
Software Engineer,211000,6.0,"Seattle, WA",4-6
Software Engineer,167000,1.0,"San Francisco, CA",0-3
Software Engineer,300000,2.0,"Mountain View, CA",0-3
Software Engineer,227000,3.0,"Seattle, WA",0-3
Software Engineer,310000,10.0,"San Francisco, CA",10-19
Software Engineer,310000,5.0,"Kirkland, WA",4-6
Software Engineer,237000,22.0,"Seattle, WA",20+
Software Engineer,105000,0.0,"Foster City, CA",0-3
Software Engineer,145000,7.0,"Manhattan, NY",7-9
Software Engineer,224000,5.0,"Sunnyvale, CA",4-6
Software Engineer,206000,1.0,"Mountain View, CA",0-3
Software Engineer,183000,6.0,"Seattle, WA",4-6
Software Engineer,196000,2.0,"Kirkland, WA",0-3
Software Engineer,143000,5.0,"Bellevue, WA",4-6
Software Engineer,392000,17.0,"Seattle, WA",10-19
Software Engineer,448000,9.0,"Zurich, ZH, Switzerland",7-9
Software Engineer,170000,8.0,"Hopkinton, MA",7-9
Software Engineer,247000,9.0,"Cupertino, CA",7-9
Software Engineer,295000,10.0,"Seattle, WA",10-19
Software Engineer,179000,2.0,"New York, NY",0-3
Software Engineer,140000,10.0,"Folsom, CA",10-19
Software Engineer,130000,3.0,"Pleasanton, CA",0-3
Software Engineer,180000,3.0,"Sunnyvale, CA",0-3
Software Engineer,280000,20.0,"Sunnyvale, CA",20+
Software Engineer,199000,3.0,"Mountain View, CA",0-3
Software Engineer,240000,3.0,"Cupertino, CA",0-3
Software Engineer,500000,6.0,"San Francisco, CA",4-6
Software Engineer,170000,15.0,"London, EN, United Kingdom",10-19
Software Engineer,144000,3.0,"Boston, MA",0-3
Software Engineer,84000,4.0,"Fort Lauderdale, FL",4-6
Software Engineer,191000,5.0,"New York, NY",4-6
Software Engineer,145000,5.0,"New York, NY",4-6
Software Engineer,186000,2.0,"Seattle, WA",0-3
Software Engineer,190000,1.0,"Palo Alto, CA",0-3
Software Engineer,240000,10.0,"Seattle, WA",10-19
Software Engineer,193000,9.0,"Seattle, WA",7-9
Software Engineer,100000,1.0,"Oakland, CA",0-3
Software Engineer,101000,7.0,"Berlin, BE, Germany",7-9
Software Engineer,280000,3.0,"Sunnyvale, CA",0-3
Software Engineer,330000,7.0,"San Francisco, CA",7-9
Software Engineer,198000,0.0,"San Francisco, CA",0-3
Software Engineer,260000,10.0,"Sunnyvale, CA",10-19
Software Engineer,194000,2.0,"Seattle, WA",0-3
Software Engineer,189000,3.0,"Boston, MA",0-3
Software Engineer,275000,2.0,"San Francisco, CA",0-3
Software Engineer,145000,6.0,"Austin, TX",4-6
Software Engineer,199000,2.0,"Mountain View, CA",0-3
Software Engineer,290000,20.0,"Sunnyvale, CA",20+
Software Engineer,242000,5.0,"Sunnyvale, CA",4-6
Software Engineer,131000,1.0,"San Francisco, CA",0-3
Software Engineer,152000,19.0,"Seattle, WA",10-19
Software Engineer,385000,8.0,"Cupertino, CA",7-9
Software Engineer,282000,2.0,"San Francisco, CA",0-3
Software Engineer,125000,2.0,"Boulder, CO",0-3
Software Engineer,500000,20.0,"Seattle, WA",20+
Software Engineer,287000,9.0,"San Francisco, CA",7-9
Software Engineer,485000,9.0,"San Francisco, CA",7-9
Software Engineer,205000,3.0,"Seattle, WA",0-3
Software Engineer,286000,3.0,"San Francisco, CA",0-3
Software Engineer,95000,2.0,"London, EN, United Kingdom",0-3
Software Engineer,137000,14.0,"Middletown, NJ",10-19
Software Engineer,356000,7.0,"Menlo Park, CA",7-9
Software Engineer,118000,0.0,"Seattle, WA",0-3
Software Engineer,258000,10.0,"Sunnyvale, CA",10-19
Software Engineer,258000,10.0,"Sunnyvale, CA",10-19
Software Engineer,245000,2.0,"Boston, MA",0-3
Software Engineer,160000,1.0,"Palo Alto, CA",0-3
Software Engineer,148000,1.0,"Cupertino, CA",0-3
Software Engineer,140000,3.0,"Austin, TX",0-3
Software Engineer,260000,6.0,"New York, NY",4-6
Software Engineer,152000,0.0,"Seattle, WA",0-3
Software Engineer,187000,17.0,"San Diego, CA",10-19
Software Engineer,255000,15.0,"San Jose, CA",10-19
Software Engineer,372000,5.0,"Sunnyvale, CA",4-6
Software Engineer,166000,1.0,"Redmond, WA",0-3
Software Engineer,230000,3.0,"Menlo Park, CA",0-3
Software Engineer,300000,10.0,"Cupertino, CA",10-19
Software Engineer,270000,2.0,"Sunnyvale, CA",0-3
Software Engineer,100000,1.0,"San Francisco, CA",0-3
Software Engineer,137000,0.0,"Sunnyvale, CA",0-3
Software Engineer,280000,8.0,"Seattle, WA",7-9
Software Engineer,150000,6.0,"Mountain View, CA",4-6
Software Engineer,164000,1.0,"Pittsburgh, PA",0-3
Software Engineer,145000,4.0,"New York, NY",4-6
Software Engineer,103000,0.0,"Raleigh, NC",0-3
Software Engineer,106000,1.0,"Bellevue, WA",0-3
Software Engineer,106000,1.0,"Bellevue, WA",0-3
Software Engineer,190000,0.0,"Menlo Park, CA",0-3
Software Engineer,405000,14.0,"Menlo Park, CA",10-19
Software Engineer,464000,14.0,"Cupertino, CA",10-19
Software Engineer,120000,0.0,"Seattle, WA",0-3
Software Engineer,788000,12.0,"Seattle, WA",10-19
Software Engineer,160000,3.0,"San Francisco, CA",0-3
Software Engineer,280000,8.0,"Sunnyvale, CA",7-9
Software Engineer,310000,10.0,"Sunnyvale, CA",10-19
Software Engineer,332000,5.0,"New York, NY",4-6
Software Engineer,155000,8.0,"Mountain View, CA",7-9
Software Engineer,306000,7.0,"Mountain View, CA",7-9
Software Engineer,119000,2.0,"Raleigh, NC",0-3
Software Engineer,234000,18.0,"Palo Alto, CA",10-19
Software Engineer,278000,4.0,"San Francisco, CA",4-6
Software Engineer,149000,5.0,"Seattle, WA",4-6
Software Engineer,163000,14.0,"Durham, NC",10-19
Software Engineer,350000,6.0,"Sunnyvale, CA",4-6
Software Engineer,185000,10.0,"Sunnyvale, CA",10-19
Software Engineer,165000,7.0,"San Diego, CA",7-9
Software Engineer,158000,6.0,"San Diego, CA",4-6
Software Engineer,200000,2.0,"New York, NY",0-3
Software Engineer,206000,8.0,"San Diego, CA",7-9
Software Engineer,165000,5.0,"Seattle, WA",4-6
Software Engineer,260000,3.0,"San Francisco, CA",0-3
Software Engineer,357000,6.0,"New York, NY",4-6
Software Engineer,306000,18.0,"San Francisco, CA",10-19
Software Engineer,234000,0.0,"Menlo Park, CA",0-3
Software Engineer,275000,2.0,"San Jose, CA",0-3
Software Engineer,353000,13.0,"Menlo Park, CA",10-19
Software Engineer,205000,10.0,"Mountain View, CA",10-19
Software Engineer,232000,5.0,"San Francisco, CA",4-6
Software Engineer,247000,5.0,"Santa Clara, CA",4-6
Software Engineer,220000,7.0,"New York, NY",7-9
Software Engineer,301000,8.0,"San Jose, CA",7-9
Software Engineer,250000,3.0,"Mountain View, CA",0-3
Software Engineer,380000,15.0,"Redwood City, CA",10-19
Software Engineer,107000,5.0,"London, EN, United Kingdom",4-6
Software Engineer,60000,12.0,"New Delhi, DL, India",10-19
Software Engineer,200000,2.0,"New York, NY",0-3
Software Engineer,354000,10.0,"Palo Alto, CA",10-19
Software Engineer,195000,10.0,"Austin, TX",10-19
Software Engineer,180000,1.0,"Pleasanton, CA",0-3
Software Engineer,200000,2.0,"New York, NY",0-3
Software Engineer,350000,14.0,"Cupertino, CA",10-19
Software Engineer,160000,4.0,"San Francisco, CA",4-6
Software Engineer,205000,7.0,"Burlington, MA",7-9
Software Engineer,187000,2.0,"Seattle, WA",0-3
Software Engineer,220000,2.0,"Menlo Park, CA",0-3
Software Engineer,265000,7.0,"Santa Clara, CA",7-9
Software Engineer,200000,11.0,"Seattle, WA",10-19
Software Engineer,360000,6.0,"Mountain View, CA",4-6
Software Engineer,215000,6.0,"Sunnyvale, CA",4-6
Software Engineer,214000,6.0,"Sunnyvale, CA",4-6
Software Engineer,360000,8.0,"Santa Clara, CA",7-9
Software Engineer,229000,12.0,"Palo Alto, CA",10-19
Software Engineer,170000,13.0,"Bellevue, WA",10-19
Software Engineer,322000,12.0,"San Francisco, CA",10-19
Software Engineer,145000,5.0,"Jersey City, NJ",4-6
Software Engineer,165000,8.0,"Santa Clara, CA",7-9
Software Engineer,289000,5.0,"Mountain View, CA",4-6
Software Engineer,245000,5.0,"San Francisco, CA",4-6
Software Engineer,84000,3.0,"Huntsville, AL",0-3
Software Engineer,220000,3.0,"Seattle, WA",0-3
Software Engineer,214000,9.0,"Bellevue, WA",7-9
Software Engineer,163000,0.0,"Mountain View, CA",0-3
Software Engineer,160000,3.0,"Santa Monica, CA",0-3
Software Engineer,200000,2.0,"New York, NY",0-3
Software Engineer,172000,3.0,"San Jose, CA",0-3
Software Engineer,270000,5.0,"San Francisco, CA",4-6
Software Engineer,199000,3.0,"Seattle, WA",0-3
Software Engineer,185000,3.0,"Seattle, WA",0-3
Software Engineer,350000,10.0,"New York, NY",10-19
Software Engineer,375000,13.0,"San Francisco, CA",10-19
Software Engineer,260000,8.0,"Mountain View, CA",7-9
Software Engineer,185000,3.0,"San Mateo, CA",0-3
Software Engineer,260000,14.0,"San Diego, CA",10-19
Software Engineer,290000,6.0,"Seattle, WA",4-6
Software Engineer,680000,16.0,"Mountain View, CA",10-19
Software Engineer,850000,30.0,"Mountain View, CA",20+
Software Engineer,110000,2.0,"Glendale, CA",0-3
Software Engineer,427000,5.0,"San Francisco, CA",4-6
Software Engineer,613000,12.0,"Seattle, WA",10-19
Software Engineer,22000,1.0,"Chennai, TN, India",0-3
Software Engineer,222000,9.0,"San Diego, CA",7-9
Software Engineer,196000,7.0,"San Diego, CA",7-9
Software Engineer,156000,5.0,"San Diego, CA",4-6
Software Engineer,132000,4.0,"San Diego, CA",4-6
Software Engineer,115000,3.0,"New York, NY",0-3
Software Engineer,175000,7.0,"Santa Clara, CA",7-9
Software Engineer,350000,4.0,"Cupertino, CA",4-6
Software Engineer,168000,3.0,"Atlanta, GA",0-3
Software Engineer,210000,11.0,"Redmond, WA",10-19
Software Engineer,290000,11.0,"Pleasanton, CA",10-19
Software Engineer,230000,6.0,"Seattle, WA",4-6
Software Engineer,370000,3.0,"San Francisco, CA",0-3
Software Engineer,210000,3.0,"Palo Alto, CA",0-3
Software Engineer,347000,9.0,"San Francisco, CA",7-9
Software Engineer,172000,6.0,"Redmond, WA",4-6
Software Engineer,555000,12.0,"San Francisco, CA",10-19
Software Engineer,210000,12.0,"San Jose, CA",10-19
Software Engineer,375000,10.0,"Seattle, WA",10-19
Software Engineer,185000,2.0,"New York, NY",0-3
Software Engineer,166000,0.0,"Menlo Park, CA",0-3
Software Engineer,203000,2.0,"Menlo Park, CA",0-3
Software Engineer,150000,0.0,"Seattle, WA",0-3
Software Engineer,190000,3.0,"Sunnyvale, CA",0-3
Software Engineer,201000,15.0,"San Jose, CA",10-19
Software Engineer,140000,2.0,"Mountain View, CA",0-3
Software Engineer,300000,8.0,"Seattle, WA",7-9
Software Engineer,185000,3.0,"San Jose, CA",0-3
Software Engineer,150000,1.0,"Seattle, WA",0-3
Software Engineer,186000,2.0,"San Francisco, CA",0-3
Software Engineer,202000,2.0,"San Francisco, CA",0-3
Software Engineer,145000,2.0,"Herndon, VA",0-3
Software Engineer,140000,4.0,"New York, NY",4-6
Software Engineer,137000,0.0,"Pittsburgh, PA",0-3
Software Engineer,156000,13.0,"San Jose, CA",10-19
Software Engineer,349000,7.0,"San Francisco, CA",7-9
Software Engineer,437000,11.0,"Santa Monica, CA",10-19
Software Engineer,310000,18.0,"Seattle, WA",10-19
Software Engineer,200000,2.0,"Boston, MA",0-3
Software Engineer,45000,4.0,"Beijing, BJ, China",4-6
Software Engineer,182000,3.0,"San Jose, CA",0-3
Software Engineer,162000,3.0,"San Francisco, CA",0-3
Software Engineer,125000,3.0,"New York, NY",0-3
Software Engineer,155000,5.0,"New York, NY",4-6
Software Engineer,125000,4.0,"New York, NY",4-6
Software Engineer,210000,9.0,"Singapore, SG, Singapore",7-9
Software Engineer,350000,6.0,"Seattle, WA",4-6
Software Engineer,170000,4.0,"Pleasanton, CA",4-6
Software Engineer,250000,4.0,"Mountain View, CA",4-6
Software Engineer,160000,5.0,"New York, NY",4-6
Software Engineer,170000,7.0,"New York, NY",7-9
Software Engineer,155000,5.0,"New York, NY",4-6
Software Engineer,160000,5.0,"New York, NY",4-6
Software Engineer,227000,2.0,"New York, NY",0-3
Software Engineer,215000,10.0,"Dublin, DN, Ireland",10-19
Software Engineer,162000,4.0,"San Jose, CA",4-6
Software Engineer,100000,5.0,"London, EN, United Kingdom",4-6
Software Engineer,173000,3.0,"San Jose, CA",0-3
Software Engineer,164000,20.0,"Austin, TX",20+
Software Engineer,180000,8.0,"San Francisco, CA",7-9
Software Engineer,450000,20.0,"San Jose, CA",20+
Software Engineer,270000,20.0,"Seattle, WA",20+
Software Engineer,420000,15.0,"New York, NY",10-19
Software Engineer,180000,5.0,"Seattle, WA",4-6
Software Engineer,211000,11.0,"Redmond, WA",10-19
Software Engineer,270000,3.0,"Mountain View, CA",0-3
Software Engineer,375000,10.0,"Mountain View, CA",10-19
Software Engineer,325000,9.0,"Seattle, WA",7-9
Software Engineer,445000,10.0,"San Francisco, CA",10-19
Software Engineer,181000,1.0,"San Francisco, CA",0-3
Software Engineer,205000,9.0,"Seattle, WA",7-9
Software Engineer,242000,6.0,"Seattle, WA",4-6
Software Engineer,360000,14.0,"San Francisco, CA",10-19
Software Engineer,139000,10.0,"Austin, TX",10-19
Software Engineer,198000,3.0,"Boston, MA",0-3
Software Engineer,143000,7.0,"Washington, DC",7-9
Software Engineer,360000,30.0,"San Jose, CA",20+
Software Engineer,312000,7.0,"Seattle, WA",7-9
Software Engineer,238000,6.0,"Seattle, WA",4-6
Software Engineer,290000,4.0,"San Francisco, CA",4-6
Software Engineer,290000,4.0,"San Francisco, CA",4-6
Software Engineer,185000,10.0,"Seattle, WA",10-19
Software Engineer,192000,7.0,"Durham, NC",7-9
Software Engineer,213000,6.0,"New York, NY",4-6
Software Engineer,120000,3.0,"Mc Lean, VA",0-3
Software Engineer,200000,5.0,"Santa Clara, CA",4-6
Software Engineer,362000,5.0,"Seattle, WA",4-6
Software Engineer,325000,6.0,"Redmond, WA",4-6
Software Engineer,332000,7.0,"Menlo Park, CA",7-9
Software Engineer,235000,4.0,"Menlo Park, CA",4-6
Software Engineer,166000,3.0,"Austin, TX",0-3
Software Engineer,340000,8.0,"Cupertino, CA",7-9
Software Engineer,145000,3.0,"Vancouver, BC, Canada",0-3
Software Engineer,194000,3.0,"San Francisco, CA",0-3
Software Engineer,325000,13.0,"Sunnyvale, CA",10-19
Software Engineer,247000,9.0,"Palo Alto, CA",7-9
Software Engineer,196000,3.0,"Santa Clara, CA",0-3
Software Engineer,190000,5.0,"Seattle, WA",4-6
Software Engineer,345000,5.0,"Mountain View, CA",4-6
Software Engineer,23000,3.0,"Lodz, LD, Poland",0-3
Software Engineer,155000,5.0,"Vancouver, BC, Canada",4-6
Software Engineer,175000,1.0,"Chicago, IL",0-3
Software Engineer,130000,3.0,"Seattle, WA",0-3
Software Engineer,195000,10.0,"Sunnyvale, CA",10-19
Software Engineer,300000,9.0,"San Francisco, CA",7-9
Software Engineer,300000,6.0,"Kirkland, WA",4-6
Software Engineer,230000,6.0,"Seattle, WA",4-6
Software Engineer,350000,14.0,"Santa Clara, CA",10-19
Software Engineer,270000,14.0,"Sunnyvale, CA",10-19
Software Engineer,272000,3.0,"Seattle, WA",0-3
Software Engineer,180000,2.0,"San Jose, CA",0-3
Software Engineer,220000,5.0,"Austin, TX",4-6
Software Engineer,110000,7.0,"Vancouver, BC, Canada",7-9
Software Engineer,180000,2.0,"Seattle, WA",0-3
Software Engineer,132000,1.0,"Washington, DC",0-3
Software Engineer,300000,6.0,"Seattle, WA",4-6
Software Engineer,180000,2.0,"San Francisco, CA",0-3
Software Engineer,290000,8.0,"Cupertino, CA",7-9
Software Engineer,190000,4.0,"New York, NY",4-6
Software Engineer,80000,0.0,"New York, NY",0-3
Software Engineer,185000,3.0,"New York, NY",0-3
Software Engineer,180000,2.0,"New York, NY",0-3
Software Engineer,150000,2.0,"New York, NY",0-3
Software Engineer,178000,3.0,"New York, NY",0-3
Software Engineer,155000,7.0,"Sunnyvale, CA",7-9
Software Engineer,72000,1.0,"Warren, MI",0-3
Software Engineer,270000,10.0,"San Jose, CA",10-19
Software Engineer,170000,8.0,"Vancouver, BC, Canada",7-9
Software Engineer,261000,6.0,"Seattle, WA",4-6
Software Engineer,205000,8.0,"New York, NY",7-9
Software Engineer,453000,24.0,"Mountain View, CA",20+
Software Engineer,140000,10.0,"Boxborough, MA",10-19
Software Engineer,170000,4.0,"Seattle, WA",4-6
Software Engineer,160000,1.0,"San Francisco, CA",0-3
Software Engineer,163000,2.0,"Cupertino, CA",0-3
Software Engineer,215000,5.0,"Palo Alto, CA",4-6
Software Engineer,305000,12.0,"Mountain View, CA",10-19
Software Engineer,300000,6.0,"Menlo Park, CA",4-6
Software Engineer,104000,9.0,"Bangalore, KA, India",7-9
Software Engineer,198000,4.0,"San Jose, CA",4-6
Software Engineer,525000,8.0,"Sunnyvale, CA",7-9
Software Engineer,80000,6.0,"Gurgaon, HR, India",4-6
Software Engineer,290000,5.0,"San Francisco, CA",4-6
Software Engineer,630000,12.0,"Los Gatos, CA",10-19
Software Engineer,280000,3.0,"San Francisco, CA",0-3
Software Engineer,250000,12.0,"Seattle, WA",10-19
Software Engineer,137000,0.0,"Seattle, WA",0-3
Software Engineer,320000,9.0,"Seattle, WA",7-9
Software Engineer,275000,5.0,"Seattle, WA",4-6
Software Engineer,290000,10.0,"Boston, MA",10-19
Software Engineer,250000,16.0,"Seattle, WA",10-19
Software Engineer,280000,3.0,"New York, NY",0-3
Software Engineer,380000,15.0,"Sunnyvale, CA",10-19
Software Engineer,481000,17.0,"Cambridge, MA",10-19
Software Engineer,235000,2.0,"Tempe, AZ",0-3
Software Engineer,145000,8.0,"Seattle, WA",7-9
Software Engineer,498000,21.0,"Redmond, WA",20+
Software Engineer,190000,8.0,"San Francisco, CA",7-9
Software Engineer,225000,1.0,"San Francisco, CA",0-3
Software Engineer,149000,0.0,"Palo Alto, CA",0-3
Software Engineer,320000,5.0,"Palo Alto, CA",4-6
Software Engineer,100000,2.0,"Berlin, BE, Germany",0-3
Software Engineer,89000,1.0,"Tokyo, TY, Japan",0-3
Software Engineer,155000,0.0,"Zurich, ZH, Switzerland",0-3
Software Engineer,220000,5.0,"Boston, MA",4-6
Software Engineer,97000,4.0,"Whippany, NJ",4-6
Software Engineer,308000,11.0,"Cupertino, CA",10-19
Software Engineer,208000,12.0,"Dallas, TX",10-19
Software Engineer,319000,10.0,"Sunnyvale, CA",10-19
Software Engineer,92000,3.0,"Amsterdam, NH, Netherlands",0-3
Software Engineer,186000,13.0,"Hyderabad, TS, India",10-19
Software Engineer,220000,7.0,"San Jose, CA",7-9
Software Engineer,500000,9.0,"Mountain View, CA",7-9
Software Engineer,165000,0.0,"San Francisco, CA",0-3
Software Engineer,170000,9.0,"Redmond, WA",7-9
Software Engineer,370000,11.0,"Los Gatos, CA",10-19
Software Engineer,140000,5.0,"Toronto, ON, Canada",4-6
Software Engineer,368000,11.0,"Seattle, WA",10-19
Software Engineer,200000,9.0,"Dublin, DN, Ireland",7-9
Software Engineer,226000,5.0,"Cupertino, CA",4-6
Software Engineer,325000,12.0,"Seattle, WA",10-19
Software Engineer,102000,2.0,"Palo Alto, CA",0-3
Software Engineer,216000,3.0,"San Francisco, CA",0-3
Software Engineer,174000,4.0,"Redmond, WA",4-6
Software Engineer,166000,1.0,"Menlo Park, CA",0-3
Software Engineer,63000,19.0,"Stockholm, ST, Sweden",10-19
Software Engineer,247000,3.0,"Sunnyvale, CA",0-3
Software Engineer,251000,5.0,"Seattle, WA",4-6
Software Engineer,180000,9.0,"Mountain View, CA",7-9
Software Engineer,180000,3.0,"Redmond, WA",0-3
Software Engineer,200000,8.0,"Seattle, WA",7-9
Software Engineer,198000,7.0,"Redmond, WA",7-9
Software Engineer,588000,12.0,"Seattle, WA",10-19
Software Engineer,500000,9.0,"San Jose, CA",7-9
Software Engineer,205000,14.0,"Santa Clara, CA",10-19
Software Engineer,175000,19.0,"San Jose, CA",10-19
Software Engineer,164000,1.0,"Seattle, WA",0-3
Software Engineer,261000,2.0,"New York, NY",0-3
Software Engineer,364000,5.0,"San Francisco, CA",4-6
Software Engineer,300000,3.0,"San Francisco, CA",0-3
Software Engineer,530000,8.0,"Seattle, WA",7-9
Software Engineer,85000,2.0,"Raleigh, NC",0-3
Software Engineer,211000,8.0,"Redmond, WA",7-9
Software Engineer,290000,4.0,"Mountain View, CA",4-6
Software Engineer,155000,4.0,"Redmond, WA",4-6
Software Engineer,205000,6.0,"Sunnyvale, CA",4-6
Software Engineer,420000,9.0,"San Francisco, CA",7-9
Software Engineer,385000,14.0,"Seattle, WA",10-19
Software Engineer,190000,7.0,"Oakland, CA",7-9
Software Engineer,530000,3.0,"Sunnyvale, CA",0-3
Software Engineer,150000,8.0,"Seattle, WA",7-9
Software Engineer,140000,7.0,"Portland, OR",7-9
Software Engineer,469000,10.0,"Zurich, ZH, Switzerland",10-19
Software Engineer,178000,5.0,"New York, NY",4-6
Software Engineer,311000,29.0,"New York, NY",20+
Software Engineer,304000,29.0,"Austin, TX",20+
Software Engineer,127000,7.0,"Philadelphia, PA",7-9
Software Engineer,182000,14.0,"Redmond, WA",10-19
Software Engineer,165000,1.0,"Zurich, ZH, Switzerland",0-3
Software Engineer,200000,12.0,"Sunnyvale, CA",10-19
Software Engineer,142000,2.0,"Denver, CO",0-3
Software Engineer,307000,11.0,"Seattle, WA",10-19
Software Engineer,230000,15.0,"London, EN, United Kingdom",10-19
Software Engineer,205000,7.0,"Sunnyvale, CA",7-9
Software Engineer,145000,6.0,"Canberra, CT, Australia",4-6
Software Engineer,220000,2.0,"New York, NY",0-3
Software Engineer,170000,6.0,"Seattle, WA",4-6
Software Engineer,150000,3.0,"New York, NY",0-3
Software Engineer,163000,1.0,"San Francisco, CA",0-3
Software Engineer,203000,5.0,"Vancouver, BC, Canada",4-6
Software Engineer,270000,13.0,"San Jose, CA",10-19
Software Engineer,204000,13.0,"San Francisco, CA",10-19
Software Engineer,240000,6.0,"Irvine, CA",4-6
Software Engineer,40000,3.0,"Moscow, MC, Russia",0-3
Software Engineer,210000,10.0,"Seattle, WA",10-19
